Datetime,Open,High,Low,Close,Adj Close,Volume
2023-10-09 13:30:00-04:00,255.80999755859375,260.1299133300781,255.77439880371094,260.0965881347656,260.0965881347656,14759016
2023-10-09 14:30:00-04:00,260.0799865722656,261.0400085449219,259.25,260.73748779296875,260.73748779296875,13470034
2023-10-09 15:30:00-04:00,260.7300109863281,261.3599853515625,259.2001037597656,259.6199951171875,259.6199951171875,7921383
2023-10-10 09:30:00-04:00,257.75,265.8985900878906,257.6499938964844,265.2349853515625,265.2349853515625,36007181
2023-10-10 10:30:00-04:00,265.25,268.7300109863281,265.2134094238281,268.375,268.375,22737464
2023-10-10 11:30:00-04:00,268.3999938964844,268.94000244140625,265.510009765625,266.54150390625,266.54150390625,14215080
2023-10-10 12:30:00-04:00,266.54998779296875,266.8900146484375,262.8900146484375,264.3800048828125,264.3800048828125,15751578
2023-10-10 13:30:00-04:00,264.3800048828125,264.7499084472656,262.79998779296875,262.8605041503906,262.8605041503906,12499835
2023-10-10 14:30:00-04:00,262.8900146484375,265.6099853515625,262.8100891113281,264.239990234375,264.239990234375,12377247
2023-10-10 15:30:00-04:00,264.25,264.5400085449219,263.3399963378906,263.55999755859375,263.55999755859375,6988772
2023-10-11 09:30:00-04:00,266.20001220703125,268.6000061035156,263.5799865722656,264.1400146484375,264.1400146484375,33035862
2023-10-11 10:30:00-04:00,264.1099853515625,266.45001220703125,263.0799865722656,264.1600036621094,264.1600036621094,16949645
2023-10-11 11:30:00-04:00,264.1600036621094,264.75,261.0400085449219,262.0,262.0,14815516
2023-10-11 12:30:00-04:00,262.0050048828125,263.17999267578125,261.30999755859375,261.9695129394531,261.9695129394531,9619845
2023-10-11 13:30:00-04:00,261.95001220703125,263.9599914550781,260.8999938964844,263.3299865722656,263.3299865722656,11007837
2023-10-11 14:30:00-04:00,263.3349914550781,264.1300048828125,262.2300109863281,263.2650146484375,263.2650146484375,9294410
2023-10-11 15:30:00-04:00,263.239990234375,263.8800048828125,262.9200134277344,262.95001220703125,262.95001220703125,6099867
2023-10-12 09:30:00-04:00,262.9200134277344,265.4100036621094,260.95001220703125,263.1221923828125,263.1221923828125,31837905
2023-10-12 10:30:00-04:00,263.1000061035156,264.0799865722656,261.6499938964844,263.2200012207031,263.2200012207031,15985392
2023-10-12 11:30:00-04:00,263.239990234375,264.9599914550781,262.9700927734375,264.4599914550781,264.4599914550781,11163363
2023-10-12 12:30:00-04:00,264.4800109863281,265.3900146484375,259.6400146484375,259.7699890136719,259.7699890136719,15612777
2023-10-12 13:30:00-04:00,259.760009765625,260.4100036621094,256.6307067871094,259.1000061035156,259.1000061035156,17129852
2023-10-12 14:30:00-04:00,259.0899963378906,259.4800109863281,257.9601135253906,258.30999755859375,258.30999755859375,10867227
2023-10-12 15:30:00-04:00,258.30999755859375,259.739990234375,258.239990234375,258.90399169921875,258.90399169921875,6735751
2023-10-13 09:30:00-04:00,258.8999938964844,259.6000061035156,254.88999938964844,255.24000549316406,255.24000549316406,29888643
2023-10-13 10:30:00-04:00,255.22999572753906,256.3799133300781,253.02000427246094,253.49000549316406,253.49000549316406,18566452
2023-10-13 11:30:00-04:00,253.50999450683594,254.36000061035156,252.4499969482422,253.82000732421875,253.82000732421875,13024907
2023-10-13 12:30:00-04:00,253.83700561523438,254.39939880371094,251.52000427246094,251.52659606933594,251.52659606933594,9604365
2023-10-13 13:30:00-04:00,251.52999877929688,252.27000427246094,250.38360595703125,250.72149658203125,250.72149658203125,10606198
2023-10-13 14:30:00-04:00,250.72999572753906,252.47999572753906,250.22000122070312,251.40499877929688,251.40499877929688,10432275
2023-10-13 15:30:00-04:00,251.42999267578125,251.6999969482422,250.22000122070312,251.1300048828125,251.1300048828125,7383274
2023-10-16 09:30:00-04:00,250.0500030517578,254.1699981689453,248.47999572753906,253.09730529785156,253.09730529785156,27961121
2023-10-16 10:30:00-04:00,253.10000610351562,253.8699951171875,251.8699951171875,252.41000366210938,252.41000366210938,13738741
2023-10-16 11:30:00-04:00,252.36000061035156,253.13999938964844,251.4499969482422,253.01119995117188,253.01119995117188,9676203
2023-10-16 12:30:00-04:00,253.0,253.37989807128906,250.82000732421875,251.9499053955078,251.9499053955078,8899066
2023-10-16 13:30:00-04:00,251.9600067138672,255.39990234375,251.7100067138672,254.5657958984375,254.5657958984375,11175073
2023-10-16 14:30:00-04:00,254.5500030517578,255.17999267578125,253.77999877929688,255.0,255.0,9180495
2023-10-16 15:30:00-04:00,255.0,255.2277069091797,253.67999267578125,253.97000122070312,253.97000122070312,5826028
2023-10-17 09:30:00-04:00,250.10000610351562,251.88999938964844,247.0800018310547,251.0200958251953,251.0200958251953,27008343
2023-10-17 10:30:00-04:00,251.0312957763672,254.37600708007812,250.8000946044922,253.82220458984375,253.82220458984375,15433527
2023-10-17 11:30:00-04:00,253.83999633789062,256.9299011230469,253.39999389648438,256.0,256.0,13744853
2023-10-17 12:30:00-04:00,255.97999572753906,257.1830139160156,254.3699951171875,254.41000366210938,254.41000366210938,10341532
2023-10-17 13:30:00-04:00,254.40379333496094,255.44000244140625,253.67250061035156,255.1300048828125,255.1300048828125,9778916
2023-10-17 14:30:00-04:00,255.1300048828125,256.218994140625,254.29409790039062,254.9199981689453,254.9199981689453,9261509
2023-10-17 15:30:00-04:00,254.9600067138672,255.05999755859375,253.9199981689453,254.85000610351562,254.85000610351562,5717077
2023-10-18 09:30:00-04:00,252.6999969482422,254.6300048828125,250.3800048828125,250.4781036376953,250.4781036376953,22850389
2023-10-18 10:30:00-04:00,250.44009399414062,250.4698944091797,247.0709991455078,248.0164031982422,248.0164031982422,19109225
2023-10-18 11:30:00-04:00,248.0,248.7198944091797,246.0,246.0399932861328,246.0399932861328,14340594
2023-10-18 12:30:00-04:00,246.0399932861328,246.27000427246094,243.01600646972656,245.24159240722656,245.24159240722656,17686254
2023-10-18 13:30:00-04:00,245.23590087890625,245.2799072265625,243.55999755859375,244.4199981689453,244.4199981689453,10955928
2023-10-18 14:30:00-04:00,244.42999267578125,244.7899932861328,242.0800018310547,242.79100036621094,242.79100036621094,13490807
2023-10-18 15:30:00-04:00,242.8300018310547,243.47999572753906,242.32000732421875,242.5500030517578,242.5500030517578,8220744
2023-10-19 09:30:00-04:00,225.9499969482422,230.61000061035156,222.22000122070312,222.60000610351562,222.60000610351562,56543625
2023-10-19 10:30:00-04:00,222.5800018310547,223.7899932861328,218.6699981689453,220.08999633789062,220.08999633789062,28166114
2023-10-19 11:30:00-04:00,220.07000732421875,222.5,219.47999572753906,221.56500244140625,221.56500244140625,19971959
2023-10-19 12:30:00-04:00,221.54469299316406,222.13999938964844,219.02000427246094,222.02999877929688,222.02999877929688,14582263
2023-10-19 13:30:00-04:00,221.0500030517578,221.13999938964844,218.72999572753906,218.86000061035156,218.86000061035156,15843711
2023-10-19 14:30:00-04:00,218.8699951171875,219.00999450683594,216.77999877929688,218.52000427246094,218.52000427246094,18814819
2023-10-19 15:30:00-04:00,218.57000732421875,221.0,217.30999755859375,220.11000061035156,220.11000061035156,11573432
2023-10-20 09:30:00-04:00,217.00999450683594,218.860595703125,214.0904998779297,215.16940307617188,215.16940307617188,39485045
2023-10-20 10:30:00-04:00,215.152099609375,215.83999633789062,211.32000732421875,211.639892578125,211.639892578125,22488986
2023-10-20 11:30:00-04:00,211.63999938964844,213.39999389648438,210.4199981689453,212.4799041748047,212.4799041748047,20913419
2023-10-20 12:30:00-04:00,212.47999572753906,215.75,212.4300994873047,215.3520050048828,215.3520050048828,16420699
2023-10-20 13:30:00-04:00,215.3800048828125,215.72000122070312,211.72000122070312,211.91000366210938,211.91000366210938,13166571
2023-10-20 14:30:00-04:00,211.8800048828125,213.47999572753906,211.33999633789062,212.81919860839844,212.81919860839844,12440417
2023-10-20 15:30:00-04:00,212.80999755859375,213.3199005126953,211.65499877929688,211.92999267578125,211.92999267578125,9524762
2023-10-23 09:30:00-04:00,210.0,210.5800018310547,202.50999450683594,209.64990234375,209.64990234375,47591091
2023-10-23 10:30:00-04:00,209.66000366210938,215.39999389648438,208.57000732421875,215.35000610351562,215.35000610351562,27189470
2023-10-23 11:30:00-04:00,215.3300018310547,216.11000061035156,213.14999389648438,214.63999938964844,214.63999938964844,20137832
2023-10-23 12:30:00-04:00,214.64999389648438,216.97999572753906,212.94000244140625,213.639892578125,213.639892578125,16312360
2023-10-23 13:30:00-04:00,213.61000061035156,215.41000366210938,213.24440002441406,213.8000030517578,213.8000030517578,13595447
2023-10-23 14:30:00-04:00,213.80999755859375,214.5699005126953,211.4199981689453,211.88999938964844,211.88999938964844,13883409
2023-10-23 15:30:00-04:00,211.8699951171875,212.75999450683594,211.4199981689453,212.02999877929688,212.02999877929688,8194056
2023-10-24 09:30:00-04:00,216.5,222.0500030517578,214.82139587402344,220.3863067626953,220.3863067626953,39527562
2023-10-24 10:30:00-04:00,220.36000061035156,220.59640502929688,216.27999877929688,216.4949951171875,216.4949951171875,20064954
2023-10-24 11:30:00-04:00,216.47999572753906,217.63999938964844,215.0500030517578,215.5399932861328,215.5399932861328,14420997
2023-10-24 12:30:00-04:00,215.5500030517578,217.8300018310547,214.11000061035156,217.7050018310547,217.7050018310547,13466861
2023-10-24 13:30:00-04:00,217.6649932861328,218.32000732421875,216.39700317382812,216.8739013671875,216.8739013671875,11549914
2023-10-24 14:30:00-04:00,216.88499450683594,217.4600067138672,215.67999267578125,216.02999877929688,216.02999877929688,9612707
2023-10-24 15:30:00-04:00,216.0500030517578,216.94000244140625,215.89999389648438,216.55999755859375,216.55999755859375,6591954
2023-10-25 09:30:00-04:00,215.8800048828125,219.2799072265625,214.25999450683594,217.05499267578125,217.05499267578125,30510706
2023-10-25 10:30:00-04:00,217.10000610351562,220.10000610351562,216.9875946044922,218.67010498046875,218.67010498046875,19341376
2023-10-25 11:30:00-04:00,218.70989990234375,218.8800048828125,215.02999877929688,216.72540283203125,216.72540283203125,13100796
2023-10-25 12:30:00-04:00,216.7176055908203,217.14990234375,214.1199951171875,214.49000549316406,214.49000549316406,10910347
2023-10-25 13:30:00-04:00,214.47000122070312,215.77000427246094,212.94009399414062,214.80490112304688,214.80490112304688,12106958
2023-10-25 14:30:00-04:00,214.8000030517578,215.14999389648438,212.85000610351562,213.26600646972656,213.26600646972656,9743570
2023-10-25 15:30:00-04:00,213.27000427246094,213.83999633789062,212.1999969482422,212.39999389648438,212.39999389648438,6911629
2023-10-26 09:30:00-04:00,211.32000732421875,214.8000030517578,207.1199951171875,210.97999572753906,210.97999572753906,33908040
2023-10-26 10:30:00-04:00,210.94500732421875,213.00999450683594,208.27999877929688,208.82240295410156,208.82240295410156,18445782
2023-10-26 11:30:00-04:00,208.83999633789062,209.47000122070312,205.4199981689453,206.389892578125,206.389892578125,15721328
2023-10-26 12:30:00-04:00,206.38999938964844,207.25,204.8800048828125,205.8419952392578,205.8419952392578,12869815
2023-10-26 13:30:00-04:00,205.8300018310547,208.0399932861328,205.22999572753906,207.5500030517578,207.5500030517578,10450028
2023-10-26 14:30:00-04:00,207.5200958251953,209.5699005126953,207.17100524902344,207.77000427246094,207.77000427246094,11041472
2023-10-26 15:30:00-04:00,207.75,207.7899932861328,205.2899932861328,205.6699981689453,205.6699981689453,8899208
2023-10-27 09:30:00-04:00,210.60000610351562,212.41000366210938,204.86000061035156,208.5,208.5,31284136
2023-10-27 10:30:00-04:00,208.52499389648438,214.63999938964844,203.38999938964844,210.07000732421875,210.07000732421875,15737816
2023-10-27 11:30:00-04:00,210.0800018310547,214.1999969482422,205.4499969482422,208.8000030517578,208.8000030517578,10958258
2023-10-27 12:30:00-04:00,208.8300018310547,209.2899932861328,207.14999389648438,208.08999633789062,208.08999633789062,8633384
2023-10-27 13:30:00-04:00,208.0850067138672,208.3863983154297,205.77000427246094,206.125,206.125,9544633
2023-10-27 14:30:00-04:00,206.15989685058594,207.7899932861328,205.80999755859375,207.3800048828125,207.3800048828125,9275447
2023-10-27 15:30:00-04:00,207.35000610351562,207.75999450683594,205.9499969482422,207.32989501953125,207.32989501953125,6696227
2023-10-30 09:30:00-04:00,209.27999877929688,211.35000610351562,198.2100067138672,201.44000244140625,201.44000244140625,31070587
2023-10-30 10:30:00-04:00,201.4499969482422,204.75999450683594,193.3699951171875,198.33990478515625,198.33990478515625,30474491
2023-10-30 11:30:00-04:00,198.31629943847656,203.0500030517578,194.3300018310547,198.20559692382812,198.20559692382812,15818940
2023-10-30 12:30:00-04:00,198.1999969482422,201.42999267578125,191.25,196.5850067138672,196.5850067138672,17441602
2023-10-30 13:30:00-04:00,196.61810302734375,198.47000122070312,195.75999450683594,195.7801055908203,195.7801055908203,13786774
2023-10-30 14:30:00-04:00,195.78500366210938,198.88999938964844,195.55999755859375,198.101806640625,198.101806640625,14451916
2023-10-30 15:30:00-04:00,198.10000610351562,198.22000122070312,196.92999267578125,197.27000427246094,197.27000427246094,9325300
2023-10-31 09:30:00-04:00,196.1199951171875,201.16000366210938,194.07000732421875,199.1699981689453,199.1699981689453,39454094
2023-10-31 10:30:00-04:00,199.21670532226562,199.77000427246094,196.37109375,196.5500030517578,196.5500030517578,19001657
2023-10-31 11:30:00-04:00,196.57000732421875,198.8300018310547,196.5,197.69000244140625,197.69000244140625,12079171
2023-10-31 12:30:00-04:00,197.71449279785156,199.75,197.0500030517578,199.75,199.75,10983279
2023-10-31 13:30:00-04:00,199.74000549316406,202.58990478515625,199.44009399414062,201.03329467773438,201.03329467773438,14834115
2023-10-31 14:30:00-04:00,201.0699005126953,202.8000030517578,201.0330047607422,201.69500732421875,201.69500732421875,10925203
2023-10-31 15:30:00-04:00,201.6999969482422,201.6999969482422,200.35000610351562,200.8300018310547,200.8300018310547,6980022
2023-11-01 09:30:00-04:00,204.0399932861328,204.72999572753906,200.25999450683594,201.5301055908203,201.5301055908203,31508753
2023-11-01 10:30:00-04:00,201.54139709472656,201.74000549316406,197.85000610351562,198.87010192871094,198.87010192871094,19543293
2023-11-01 11:30:00-04:00,198.8699951171875,201.67999267578125,198.74009704589844,201.3300018310547,201.3300018310547,12685325
2023-11-01 12:30:00-04:00,201.33599853515625,202.22999572753906,200.1300048828125,201.07949829101562,201.07949829101562,10380737
2023-11-01 13:30:00-04:00,201.06959533691406,202.6999053955078,199.86000061035156,201.25,201.25,11692346
2023-11-01 14:30:00-04:00,201.21029663085938,204.8800048828125,200.6300048828125,204.16000366210938,204.16000366210938,21334200
2023-11-01 15:30:00-04:00,204.13999938964844,205.99000549316406,203.92999267578125,205.6999969482422,205.6999969482422,10095739
2023-11-02 09:30:00-04:00,212.97000122070312,219.19000244140625,211.4499969482422,216.43080139160156,216.43080139160156,43279127
2023-11-02 10:30:00-04:00,216.4459991455078,217.80999755859375,215.3699951171875,216.1387939453125,216.1387939453125,19064441
2023-11-02 11:30:00-04:00,216.12139892578125,218.1199951171875,215.6300048828125,216.9842071533203,216.9842071533203,15225671
2023-11-02 12:30:00-04:00,216.97000122070312,217.8000030517578,216.13999938964844,216.94000244140625,216.94000244140625,11584854
2023-11-02 13:30:00-04:00,216.9499969482422,218.65989685058594,216.6199951171875,218.2397003173828,218.2397003173828,9915434
2023-11-02 14:30:00-04:00,218.24000549316406,219.1999969482422,217.67010498046875,217.69009399414062,217.69009399414062,11727475
2023-11-02 15:30:00-04:00,217.68499755859375,218.63999938964844,217.1999969482422,218.52999877929688,218.52999877929688,9227487
